TA_CODE;yeni_ulke;NEW_TA_CODE;sacma_ta_code
ge80024920;GY;gy00700477;us00000495
ge80042141;HK;hk80532511;us00000496
ge80132006;HK;hk80122669;us00000497
ge80093451;HK;hk80295600;us00000498
ge80133190;HK;hk80188140;us00000499
ge80007978;HK;hk80532519;us00000500
ge80131762;HK;hk80123897;us00000501
ge80090339;HK;hk80532510;us00000502
ge80074460;HK;hk80166598;us00000503
ge80077707;HK;hk80532516;us00000504
ge80110185;HK;hk80532517;us00000505
ge80087534;HK;hk80096213;us00000506
ge80079877;HK;hk80075197;us00000507
ge80073280;HK;hk80532509;us00000508
ge80000037;HK;hk80532507;us00000509
ge80112786;HK;hk80532521;us00000510
ge80073279;HK;hk80532508;us00000511
ge80127250;HK;hk80011442;us00000512
ge80112343;HK;hk80532518;us00000513
ge80075618;AZ;az00706764;us00000514
ge80133033;HK;hk80016862;us00000515
ge80064192;HK;hk80156166;us00000516
ge80073649;HK;hk80532515;us00000517
ge80077597;HK;hk80532514;us00000518
ge80073564;HK;hk80078909;us00000519
ge80073563;HK;hk80532512;us00000520
ge80073102;HK;hk80532513;us00000521
ge80110094;HK;hk80532520;us00000522
ge80133375;HK;hk80532522;us00000523
ge80093581;HU;hu90021784;us00000524
ge80069658;HU;hu90021783;us00000525
ge80124642;HU;hu80006390;us00000526
ge80079505;HU;hu90021788;us00000527
ge80126815;AZ;az80086665;us00000528
ge80068957;AZ;az80086667;us00000529
ge80077486;HU;hu90021786;us00000530
ge80077255;HU;hu90021785;us00000531
ge80104406;HU;hu90021787;us00000532
ge80058703;IE;ie90029753;us00000533
ge80077555;IE;ie90029754;us00000534
ge80090072;IL;il00720877;us00000535
ge80115745;IL;il80088576;us00000536
ge80111034;IL;il80088575;us00000537
ge80127288;IL;il00733142;us00000538
ge80025940;IL;il80088574;us00000539
ge80125243;IL;il00705779;us00000540
ge80044722;IN;in82621043;us00000541
ge80070901;IN;in82768893;us00000542
ge80107710;IN;in83145137;us00000543
ge80087113;IN;in83145140;us00000544
ge80100088;IN;in83145143;us00000545
ge80112417;IN;in82626511;us00000546
ge80048735;IN;in83145142;us00000547
ge80075586;IN;in82813467;us00000548
ge80070684;IN;in83145144;us00000549
ge80108085;IN;in82734422;us00000550
ge80112353;IN;in00397610;us00000551
ge80000016;IN;in83145139;us00000552
ge80000152;IN;in83145138;us00000553
ge80110727;IN;in83145141;us00000554
ge80119564;IQ;iq80066553;us00000555
ge80081575;IQ;iq80066552;us00000556
ge80069976;AZ;az80086684;us00000557
ge80121304;IQ;iq00712478;us00000558
ge80133041;IQ;iq80053017;us00000559
ge80027686;IQ;iq00731811;us00000560
ge80093593;IQ;iq00712788;us00000561
ge80019810;IR;ir80114839;us00000562
ge80132730;IR;ir80114838;us00000563
ge80109804;IT;it80147251;us00000564
ge80027622;IT;it80662023;us00000565
ge80123716;IT;it80031661;us00000566
ge80069665;IT;it80241864;us00000567
ge80108561;IT;it80016018;us00000568
ge80002791;IT;it80028342;us00000569
ge80110825;IT;it80662019;us00000570
ge80090465;IT;it80662022;us00000571
ge80107699;IT;it80662015;us00000572
ge80114130;IT;it80611278;us00000573
ge80107884;IT;it80662016;us00000574
ge80110715;IT;it80612331;us00000575
ge80108054;IT;it80328319;us00000576
ge80000491;IT;it80007327;us00000577
ge80014153;IT;it80662018;us00000578
ge80000492;IT;it80662017;us00000579
ge80000502;IT;it80662017;us00000580
ge80110990;IT;it80662020;us00000581
ge80111057;IT;it80662021;us00000582
ge80012188;IT;it80662025;us00000583
ge80070709;IT;it80662024;us00000584
ge80133044;JE;je80006580;us00000585
ge80093994;JM;jm00700563;us00000586
ge80108376;JO;jo00702381;us00000587
ge80110435;JO;jo80070299;us00000588
ge80012767;JP;jp80032331;us00000589
ge80114400;KG;kg80210022;us00000590
ge80116047;KG;kg80210025;us00000591
ge80064166;KG;kg80210027;us00000592
ge80116795;KG;kg80210026;us00000593
ge80131292;KG;kg80210029;us00000594
ge80128198;KG;kg80160922;us00000595
ge80005911;KG;kg80000332;us00000596
ge80135337;KG;kg80210033;us00000597
ge80135333;KG;kg80017970;us00000598
ge80135334;KG;kg80210031;us00000599
ge80135336;KG;kg80176736;us00000600
ge80071743;KG;kg80210032;us00000601
ge80071742;KG;kg80210034;us00000602
ge80071741;KG;kg80210030;us00000603
ge80005851;KG;kg80018097;us00000604
ge80130914;KG;kg80210028;us00000605
ge80016339;KG;kg80210035;us00000606
ge80021611;KG;kg80000888;us00000607
ge80110694;KG;kg80210023;us00000608
ge80129548;KG;kg80210024;us00000609
ge80110695;KG;kg80002416;us00000610
ge80094145;KN;kn80100544;us00000611
ge80073946;KR;kr80748739;us00000612
ge80111079;KR;kr80748738;us00000613
ge80011467;KR;kr80066998;us00000614
ge80017966;KR;kr80036367;us00000615
ge80093625;KY;ky80101720;us00000616
ge80135374;KZ;kz80153048;us00000617
ge80034440;KZ;kz80476282;us00000618
ge80110302;KZ;kz80476276;us00000619
ge80129769;KZ;kz80476273;us00000620
ge80131195;KZ;kz80476280;us00000621
ge80107794;KZ;kz80000098;us00000622
ge80114219;KZ;kz80339012;us00000623
ge80131239;KZ;kz80360361;us00000624
ge80129797;KZ;kz80115083;us00000625
ge80109782;KZ;kz80106974;us00000626
ge80003303;KZ;kz80476287;us00000627
ge80054479;KZ;kz80476288;us00000628
ge80135376;KZ;kz80006853;us00000629
ge80135377;KZ;kz80017078;us00000630
ge80127225;KZ;kz80058643;us00000631
ge80131297;KZ;kz80476285;us00000632
ge80054477;KZ;kz80017304;us00000633
ge80070164;AZ;az00716340;us00000634
ge80127860;KZ;kz80248371;us00000635
ge80013482;KZ;kz80476284;us00000636
ge80129092;KZ;kz80476283;us00000637
ge80070603;KZ;kz80040675;us00000638
ge80116121;KZ;kz80476278;us00000639
ge80117567;KZ;kz80156447;us00000640
ge80116116;KZ;kz80476277;us00000641
ge80041130;KZ;kz80476286;us00000642
ge80031770;KZ;kz80040173;us00000643
ge80114888;KZ;kz80476274;us00000644
ge80128286;KZ;kz80476275;us00000645
ge80112276;KZ;kz80476279;us00000646
ge80129359;KZ;kz80111340;us00000647
ge80040447;KZ;kz80025910;us00000648
ge80047611;KZ;kz80476272;us00000649
ge80131196;KZ;kz80102763;us00000650
ge80109760;KZ;kz80476281;us00000651
ge80016476;LB;lb00705755;us00000652
ge80115895;LB;lb80062783;us00000653
ge80115894;LB;lb80062782;us00000654
ge80115770;LB;lb00713893;us00000655
ge80089927;LB;lb80062781;us00000656
ge80107980;LB;lb80062780;us00000657
ge80110516;LB;lb00700566;us00000658
ge80070002;LK;lk80317684;us00000659
ge80007229;LR;lr80020918;us00000660
ge80052561;US;us84092453;us00000661
ge80114301;LT;lt90014019;us00000662
ge80112781;LT;lt90026674;us00000663
ge80090522;LT;lt90026672;us00000664
ge80001313;LT;lt80003504;us00000665
ge80069964;LT;lt80027866;us00000666
ge80117615;LT;lt90026673;us00000667
ge80032134;LT;lt90026670;us00000668
ge80071640;LT;lt90026671;us00000669
ge80073991;LV;lv80008206;us00000670
ge80002874;LV;lv90019988;us00000671
ge80133101;LV;lv90019987;us00000672
ge80033449;LV;lv80078667;us00000673
ge80061155;LV;lv80016272;us00000674
ge80074863;LU;lu80015792;us00000675
ge80031151;LU;lu80005229;us00000676
ge80107709;LY;ly80028005;us00000677
ge80096564;US;us12463802;us00000678
ge80128838;MA;ma00013341;us00000679
ge80108149;MA;ma80027736;us00000680
ge80113992;MA;ma80001994;us00000681
ge80128264;MA;ma80010242;us00000682
ge80124691;MA;ma00025792;us00000683
ge80110626;AZ;az00709339;us00000684
ge80128954;AZ;az00721201;us00000685
ge80129074;AZ;az80086806;us00000686
ge80064110;AZ;az80086699;us00000687
ge80087105;AZ;az00711045;us00000688
ge80074823;AZ;az80086802;us00000689
ge80001552;AZ;az80086735;us00000690
ge80110381;AZ;az80086556;us00000691
ge80068160;AZ;az80086683;us00000692
ge80112263;AZ;az00723361;us00000693
ge80102371;AZ;az80086708;us00000694
ge80087064;AZ;az80086585;us00000695
ge80112557;AZ;az80086808;us00000696
ge80111001;AZ;az80086686;us00000697
ge80107930;AZ;az80086621;us00000698
ge80130731;AZ;az80086756;us00000699
ge80129793;AZ;az80086672;us00000700
ge80108278;AZ;az80086675;us00000701
ge80068274;AZ;az00730379;us00000702
ge80009700;AZ;az00712767;us00000703
ge80006830;AZ;az80086864;us00000704
ge80034584;AZ;az80086855;us00000705
ge80087106;AZ;az80086649;us00000706
ge80093539;AZ;az80086598;us00000707
ge80107403;AZ;az80086800;us00000708
ge80073750;AZ;az80086738;us00000709
ge80130845;AZ;az80086769;us00000710
ge80000092;AZ;az80086568;us00000711
ge80064118;AZ;az00700301;us00000712
ge80115884;AZ;az80086712;us00000713
ge80113808;AZ;az80072026;us00000714
ge80133647;AZ;az80083301;us00000715
ge80109127;AZ;az80086794;us00000716
ge80045105;AZ;az00700227;us00000717
ge80069632;AZ;az80086539;us00000718
ge80025932;AZ;az00706094;us00000719
ge80069633;AZ;az80086542;us00000720
ge80080564;AZ;az80086543;us00000721
ge80129280;AZ;az80086547;us00000722
ge80126312;AZ;az80086545;us00000723
ge80101848;AZ;az80086548;us00000724
ge80110377;AZ;az00706173;us00000725
ge80022082;AZ;az80086550;us00000726
ge80129281;AZ;az80086552;us00000727
ge80114142;AZ;az80086554;us00000728
ge80126503;AZ;az80086557;us00000729
ge80126504;AZ;az80086558;us00000730
ge80129285;AZ;az80077256;us00000731
ge80128161;AZ;az80086560;us00000732
ge80111459;AZ;az00706315;us00000733
ge80069636;AZ;az80086562;us00000734
ge80036774;AZ;az80086563;us00000735
ge80069651;AZ;az00706652;us00000736
ge80069654;AZ;az80086566;us00000737
ge80093444;AZ;az00706758;us00000738
ge80069668;AZ;az80086570;us00000739
ge80002104;AZ;az80086755;us00000740
ge80011368;AZ;az80086744;us00000741
ge80011369;AZ;az80086745;us00000742
ge80011370;AZ;az80086746;us00000743
ge80002169;AZ;az80086747;us00000744
ge80011927;AZ;az80086750;us00000745
ge80048419;AZ;az80086731;us00000746
ge80018146;AZ;az00721654;us00000747
ge80110559;AZ;az80086587;us00000748
ge80131602;AZ;az80086626;us00000749
ge80131603;AZ;az00709988;us00000750
ge80056275;AZ;az00711840;us00000751
ge80131050;AZ;az80086797;us00000752
ge80109770;AZ;az00728529;us00000753
ge80126692;AZ;az00710032;us00000754
ge80079725;AZ;az00712338;us00000755
ge80068149;AZ;az00713296;us00000756
ge80111552;AZ;az00717725;us00000757
ge80002241;AZ;az80086757;us00000758
ge80002242;AZ;az80086757;us00000759
ge80072940;AZ;az80086773;us00000760
ge80123323;AZ;az80086774;us00000761
ge80012077;AZ;az80086798;us00000762
ge80012078;AZ;az00726898;us00000763
ge80112701;AZ;az00729146;us00000764
ge80056883;AZ;az00729149;us00000765
ge80128806;AZ;az80086717;us00000766
ge80072930;AZ;az80086770;us00000767
ge80002610;AZ;az00724176;us00000768
ge80070841;AZ;az80086830;us00000769
ge80000184;AZ;az00708100;us00000770
ge80045368;AZ;az00713541;us00000771
ge80130110;AZ;az80086705;us00000772
ge80011801;AZ;az80086723;us00000773
ge80020404;AZ;az80086791;us00000774
ge80056839;AZ;az00728165;us00000775
ge80047563;AZ;az80086815;us00000776
ge80023181;AZ;az80086814;us00000777
ge80062802;AZ;az00729521;us00000778
ge80070934;AZ;az00707053;us00000779
ge80081413;AZ;az00707055;us00000780
ge80125530;AZ;az80061747;us00000781
ge80026981;AZ;az00707523;us00000782
ge80107976;AZ;az00711013;us00000783
ge80069848;AZ;az80086661;us00000784
ge80011660;AZ;az80086690;us00000785
ge80022410;AZ;az80086695;us00000786
ge80132080;AZ;az80086714;us00000787
ge80001392;AZ;az80086721;us00000788
ge80070222;AZ;az80086725;us00000789
ge80070307;AZ;az00718805;us00000790
ge80072874;AZ;az00719624;us00000791
ge80070457;AZ;az80086743;us00000792
ge80023087;AZ;az80086776;us00000793
ge80070840;AZ;az80086830;us00000794
ge80069686;AZ;az80086574;us00000795
ge80090140;AZ;az00707647;us00000796
ge80011217;AZ;az80086583;us00000797
ge80018431;AZ;az80086604;us00000798
ge80068278;AZ;az00702708;us00000799
ge80011555;AZ;az00700342;us00000800
ge80000366;AZ;az00700342;us00000801
ge80011554;AZ;az80086651;us00000802
ge80000670;AZ;az00713349;us00000803
ge80011996;AZ;az80086767;us00000804
ge80131229;AZ;az80086824;us00000805
ge80070861;AZ;az00729349;us00000806
ge80128134;AZ;az80086851;us00000807
ge80128173;AZ;az80086575;us00000808
ge80018433;AZ;az80086622;us00000809
ge80011557;AZ;az80086652;us00000810
ge80114483;AZ;az80073923;us00000811
ge80061315;AZ;az00702827;us00000812
ge80130070;AZ;az80086698;us00000813
ge80111534;AZ;az80086726;us00000814
ge80002222;AZ;az00719966;us00000815
ge80002371;AZ;az00721618;us00000816
ge80068656;AZ;az00724241;us00000817
ge80080946;AZ;az80086784;us00000818
ge80117280;AZ;az80070509;us00000819
ge80113743;AZ;az00726625;us00000820
ge80090223;AZ;az80063346;us00000821
ge80125382;AZ;az00700426;us00000822
ge80132002;AZ;az80086702;us00000823
ge80116072;AZ;az80086730;us00000824
ge80022950;AZ;az80086765;us00000825
ge80023277;AZ;az80086848;us00000826
ge80000206;AZ;az80086584;us00000827
ge80069777;AZ;az00700311;us00000828
ge80056243;AZ;az80086612;us00000829
ge80108447;AZ;az00714608;us00000830
ge80018014;AZ;az00714981;us00000831
ge80124809;AZ;az80074376;us00000832
ge80045324;AZ;az80086737;us00000833
ge80070465;AZ;az80086752;us00000834
ge80068674;AZ;az80086775;us00000835
ge80045273;AZ;az80086780;us00000836
ge80104261;AZ;az80086781;us00000837
ge80045274;AZ;az80086782;us00000838
ge80000537;AZ;az00712236;us00000839
ge80112030;AZ;az80086741;us00000840
ge80058543;AZ;az00700147;us00000841
ge80072879;AZ;az00719932;us00000842
ge80130711;AZ;az80086753;us00000843
ge80072880;AZ;az80086754;us00000844
ge80061745;AZ;az00700406;us00000845
ge80057134;AZ;az00700264;us00000846
ge80091345;AZ;az80086809;us00000847
ge80128208;AZ;az80086617;us00000848
ge80129543;AZ;az80079561;us00000849
ge80011570;AZ;az00711767;us00000850
ge80108270;AZ;az00713382;us00000851
ge80025990;AZ;az00710666;us00000852
ge80011432;AZ;az00728187;us00000853
ge80040062;AZ;az00703465;us00000854
ge80127124;AZ;az80064243;us00000855
ge80056838;AZ;az80086812;us00000856
ge80114914;AZ;az80086688;us00000857
ge80126453;AZ;az80086689;us00000858
ge80127815;AZ;az00700164;us00000859
ge80112844;AZ;az00700852;us00000860
ge80126756;AZ;az80086658;us00000861
ge80101872;AZ;az80086628;us00000862
ge80000281;AZ;az00700330;us00000863
ge80107656;AZ;az00714575;us00000864
ge80076120;AZ;az80086810;us00000865
ge80069611;AZ;az00702450;us00000866
ge80090152;AZ;az80086580;us00000867
ge80000182;AZ;az80086581;us00000868
ge80011513;AZ;az80086582;us00000869
ge80018421;AZ;az80086586;us00000870
ge80126648;AZ;az80086589;us00000871
ge80129451;AZ;az00708622;us00000872
ge80129452;AZ;az80086590;us00000873
ge80012809;AZ;az80086603;us00000874
ge80110623;AZ;az80086607;us00000875
ge80129501;AZ;az80086608;us00000876
ge80029370;AZ;az80086613;us00000877
ge80025983;AZ;az80086614;us00000878
ge80022157;AZ;az80086615;us00000879
ge80057568;AZ;az80086592;us00000880
ge80129503;AZ;az80086593;us00000881
ge80107926;AZ;az00709344;us00000882
ge80101871;AZ;az00700295;us00000883
ge80107928;AZ;az00709457;us00000884
ge80000262;AZ;az80086599;us00000885
ge80000263;AZ;az80086600;us00000886
ge80000264;AZ;az80086601;us00000887
ge80040458;AZ;az00709582;us00000888
ge80071335;AZ;az00709612;us00000889
ge80011540;AZ;az80086610;us00000890
ge80047387;AZ;az80086611;us00000891
ge80030935;AZ;az00708718;us00000892
ge80004582;AZ;az80086858;us00000893
ge80019799;AZ;az00703944;us00000894
ge80006139;AZ;az00748944;us00000895
ge80008839;AZ;az00748944;us00000896
ge80074175;AZ;az80086859;us00000897
ge80133353;AZ;az00731445;us00000898
ge80006854;AZ;az80086866;us00000899
ge80006853;AZ;az80086865;us00000900
ge80030892;AZ;az80077402;us00000901
ge80030865;AZ;az80086561;us00000902
ge80031748;AZ;az80086762;us00000903
ge80030858;AZ;az80086553;us00000904
ge80000690;AZ;az00713479;us00000905
ge80087330;AZ;az80086724;us00000906
ge80074320;AZ;az80086609;us00000907
ge80128062;AZ;az80086829;us00000908
ge80087084;AZ;az80086602;us00000909
ge80068276;AZ;az80086549;us00000910
ge80109308;AZ;az00721497;us00000911
ge80130727;AZ;az00720013;us00000912
ge80108340;AZ;az80086680;us00000913
ge80068245;AZ;az00721401;us00000914
ge80111462;AZ;az80086768;us00000915
ge80072953;AZ;az00725669;us00000916
ge80064146;AZ;az80086704;us00000917
ge80110625;AZ;az80086594;us00000918
ge80129572;AZ;az80086654;us00000919
ge80127316;AZ;az80086736;us00000920
ge80131302;AZ;az80086831;us00000921
ge80037672;AZ;az80086833;us00000922
ge80114802;AZ;az80086674;us00000923
ge80114894;AZ;az80086687;us00000924
ge80117620;AZ;az80086828;us00000925
ge80117332;AZ;az80066422;us00000926
ge80117738;AZ;az80086852;us00000927
ge80114191;AZ;az80086573;us00000928
ge80109739;AZ;az80086818;us00000929
ge80087083;AZ;az80086596;us00000930
ge80064190;AZ;az80086825;us00000931
ge80030632;AZ;az80086544;us00000932
ge80069910;AZ;az80086666;us00000933
ge80109740;AZ;az80086819;us00000934
ge80116921;AZ;az80065348;us00000935
ge80090661;AZ;az80086729;us00000936
ge80127296;AZ;az80086732;us00000937
ge80001160;AZ;az80086706;us00000938
ge80093970;AZ;az80086707;us00000939
ge80126531;AZ;az80086569;us00000940
ge80112686;AZ;az80086826;us00000941
ge80108260;AZ;az80063707;us00000942
ge80061974;AZ;az80086720;us00000943
ge80056435;AZ;az00714913;us00000944
ge80109278;AZ;az80086764;us00000945
ge80128537;AZ;az00727421;us00000946
ge80130144;AZ;az80086710;us00000947
ge80120909;AM;am80091673;us00000948
ge80115924;AZ;az80086716;us00000949
ge80110642;AZ;az80086627;us00000950
ge80130051;AZ;az80086694;us00000951
ge80080568;AZ;az00706362;us00000952
ge80127851;AZ;az00725664;us00000953
ge80109707;AZ;az80086807;us00000954
ge80130770;AZ;az80086763;us00000955
ge80129308;AZ;az80086565;us00000956
ge80130214;AZ;az80086718;us00000957
ge80081495;AZ;az00700491;us00000958
ge80107791;AZ;az80086576;us00000959
ge80126685;AZ;az80086595;us00000960
ge80126691;AZ;az80086623;us00000961
ge80074225;AZ;az00703442;us00000962
ge80112357;AZ;az80086778;us00000963
ge80068113;AZ;az80086571;us00000964
ge80115889;AZ;az80086713;us00000965
ge80072957;AZ;az80086792;us00000966
ge80112576;AZ;az80086817;us00000967
ge80130249;AZ;az80086727;us00000968
ge80108565;AZ;az80086701;us00000969
ge80127773;AZ;az80079771;us00000970
ge80114846;AZ;az80086676;us00000971
ge80068941;AZ;az80086664;us00000972
ge80068107;AZ;az80086559;us00000973
ge80122964;AZ;az80086758;us00000974
ge80108665;AZ;az80086715;us00000975
ge80112181;AZ;az80086766;us00000976
ge80110730;AZ;az80086656;us00000977
ge80129244;AZ;az80086696;us00000978
ge80129283;AZ;az80086555;us00000979
ge80109523;AZ;az80086785;us00000980
ge80129634;AZ;az80086660;us00000981
ge80109875;AZ;az80086827;us00000982
ge80126939;AZ;az00714179;us00000983
ge80123222;AZ;az00724276;us00000984
ge80129773;AZ;az80086668;us00000985
ge80112130;AZ;az80086761;us00000986
ge80068158;AZ;az80086681;us00000987
ge80071214;AZ;az80086804;us00000988
ge80112841;AZ;az80086853;us00000989
ge80107704;AZ;az80086541;us00000990
ge80068150;AZ;az80086669;us00000991
ge80112035;AZ;az80086742;us00000992
ge80108633;AZ;az80086709;us00000993
ge80117200;AZ;az80086771;us00000994
ge80093538;AZ;az80086597;us00000995
ge80069231;AZ;az80086803;us00000996
ge80107939;AZ;az80086635;us00000997
ge80130681;AZ;az80086740;us00000998
ge80127836;AZ;az00700721;us00000999
ge80112408;AZ;az80086795;us00001000
ge80126496;AZ;az80086540;us00001001
ge80126689;AZ;az00700315;us00001002
ge80127801;AZ;az80086772;us00001003
ge80129398;AZ;az00708080;us00001004
ge80127223;AZ;az80086719;us00001005
ge80131049;AZ;az80086796;us00001006
ge80073353;AZ;az80086678;us00001007
ge80127030;AZ;az80086691;us00001008
ge80126733;AZ;az80086655;us00001009
ge80082773;AZ;az00730406;us00001010
ge80130075;AZ;az80086703;us00001011
ge80114380;AZ;az80086616;us00001012
ge80102342;AZ;az80064104;us00001013
ge80108348;AZ;az80086682;us00001014
ge80068343;AZ;az80086634;us00001015
ge80129611;AZ;az00711619;us00001016
ge80126527;AZ;az00706713;us00001017
ge80061520;AZ;az00710538;us00001018
ge80116902;AZ;az80086759;us00001019
